215	A Tale of Two Cities	13	0140861491	ADULT	CLASSIC	TAPE	009	1300	2	5		N	NN	433						Read by Ian Richardson|'It was the best of times, it was the|worst of times' A Tale of Two Cities,|Dickens' only historical novel, sets|personal happiness against the terrors|of the French Revolution where the|search for social justice sacrifices|individual rights. Dr Manette has|emerged from eighteen years' unjust|imprisonment in the Bastille: by an|ironic twist of fate, his daughter|Lucie's marriage draws the family into a|terrifying web of circumstance which, it|seems, can only end in death by the|guillotine...
216	Notes from a Small Island	91	055215170X	JUNIOR	FICTION	CD	008	1499	0	5		N	OGG	499						Read by Bill Bryson|After nearly two decades in Britain,|Bill Bryson took the decision to move|back to the States for a while but|before leaving his much-loved home in|North Yorkshire, Bryson insisted on|taking one last trip around Britain. His|aim was to take stock of the nation's|public face and private parts (as it|were), and to analyse what precisely it|was he loved so much about a country|that had produced Marmite, a military|hero whose dying wish was to be kissed|by a fellow named Hardy, place names|like Farleigh Wallop and Shellow|Bowells, people who said 'Mustn't|grumble', and Gardeners' Question Time.|
217	Mort	14	0552152250	ADULT	FANTASY	CD	008	1499	2	5		N	PP	499						Read by Terry Pratchett|Although the scythe isn't pre-eminent|among the weapons of war, anyone who has|been on the wrong end of, say, a|peasants' revolt will know that in|skilled hands it is fearsome. For Mort|however, it is about to become one of|the tools of his trade. From henceforth,|Death is no longer going to be the end,|merely the means to an end. He has|received an offer he can't refuse. As|Death's apprentice he'll have free|board, use of the company horse and|being dead isn't compulsory. It's the|dream job until he discovers that it can|be a killer on his love life...
218	"Little Britain": The Complete Radio Series 1	46	0563526874	ADULT	HUMOUR	TAPE	001	1099	3	5		N	NN	366						Read by Cast|The complete first series from BBC Radio|4, plus the pilot episode and over|twenty-five minutes of|never-heard-before sketches and|outtaks.|"Comedy ecstasy... Heat|magazine||The Little Britain radio|series won a Sony Award when it first|appeared on radio, and has since gone on|to become a comedy phenomenon. Now,|available for the first time, are the|original pilot and all four episodes of|the original radio series complete and|uncut.||Matt Lucas and David Walliams|comedy creations are already household|names and need no introduction: Daffyd,|the only gay in his village, Emily I m a|lady! Howard, incoherent young offender|Vicky Pollard, Kenny Look into my eyes|Craig, and Marjorie Dawes from|FatFighters. Not forgetting Denver|Mills, Dennis Waterman, and children s|entertainer Des Kaye.||Complementing Tom|Baker s brilliantly bizarre narration,|and David Arnold s original music, are|many characters that have only ever|appeared on radio: Cockney Film Star,|taxi driver Jackie Paper, Joey the|Stool, and two of the worst ghosts you|ll ever know.||With a wealth of bonus|material that includes sketches and|hilarious outtakes never transmitted on|radio, welcome to the wonderful and|surreal world of Little Britain.
219	Artemis Fowl: The Arctic Incident: Complete and Unabridged (Cover to Cover)	3	185549812X	JUNIOR	FANTASY	TAPE	001	1999	3	5		N	NN	666						Read by Eoin Colfer|Someone has been supplying class A|illegal human power sources to the|goblins. Captain Holly Short thinks the|person is Artemis Fowl. Artemis has his|own problems - his father is being held|to ransom
220	Chocolat	92	1840323345	ADULT	FICTION	CD	020	1499	1	5		N	PP	499						Read by Joanna Harris
221	Hard Times: Complete and Unabridged	13	0754054233	ADULT	CLASSIC	CD	024	5399	4	5		N	PP	2699						Read by Martin Jarvis|In this, Dickens's most openly political|novel, readers discover the terrible|human consequences of a ruthlessly|materialistic philosophy in the lives of|Thomas Gradgrind's family. Set in|Coketown, a typical Lancashire milltown.
222	The Adventures of Tom Sawyer (Junior Classics)	93	9626340800	JUNIOR	FICTION	CD	012	1099	2	5		N	PP	366						Read by Garrick Hagon|The Adventures of Tom Sawyer is the|story of a boy's adventures growing up|in a small town on the banks of the|Mississippi river over a hundred years|ago. The cheerful, adventurous hero|plays truant to form a pirate band and,|together with his best friend,|Huckleberry Finn, finds fun and|excitement, and buried treasure, along|the shores of the great river.
223	Alan Bennett, Three Plays	9	1846070473	ADULT	DRAMA	CD	001	3000	0	5		N	OGG	1200						Read by Alan Bennett|A collection of plays containing|"Kafka's Dick", "Forty Years On", and|"An Englishman Abroad".
224	A Christmas Carol (Classic Fiction)	13	9626341823	ADULT	CLASSIC	CD	012	1399	3	5		N	PP	466						Read by Anton Lesser|Dickens's fable, a popular Christmas|book ever since its first publication in|December 1843, tells of how on one|Christmas eve, the mean old man Scrooge|is shown the folly of his ways by the|ghosts of Christmas past, present and|future and by the ghost of his old|partner, Jacob Marley.
225	Sourcery	14	0552152269	ADULT	FANTASY	CD	008	1499	0	5	0	N	BB	499						Read by Terry Pratchett|All this books and stuff, that isn't|what it should all be about. What we|need is real wizardry. All is not well|within the Unseen University. The|endemic politics of the place have|ensured that it has finally got what it|wished for: the most powerful wizard on|the disc. Which could mean that the|death of all wizardry is at hand. And|the world is going to end, depending on|whom you listen to. Unless of course one|inept wizard can take the University's|most precious artefact, the very|embodiment of magic itself, and deliver|it halfway across the disc to safety...
226	Anne of Green Gables (Puffin Classics)	94	0140866604	JUNIOR	FICTION	TAPE	010	799	3	5		N	BB	266						Read by Kate Harper|When Anne Shirley "erupts" into their|lives, the Cuthberts little guess how|fond they will become of the skinny|orphan. Both entertained and exasperated|by her constant chatter and imaginings,|they soon find it hard to remember what|Green Gables was like without its|irrepressible adopted daughter.
227	Letter from America: v. 3	35	0563510099	ADULT	HISTORY	TAPE	001	1299	3	5		N	OGG	433						Read by Alistair Cooke|Alistair Cooke was radio's great|observer, the doyen of foreign|correspondents and the world's most|famous letter writer. From 1946 until|2004, he explained the Americans to the|British through his weekly Letter From|America, the longest-running one-man|series in broadcasting history. It was|always a virtuoso performance -|informed, informal, shrewd, funny and|erudite. In this volume, Cooke reports|on a varied selection of events,|including the 1992 presidential|election, the art of Charles Schulz and|Introducing Bernstein to Handel's|Messiah. He remembers the infamous|standoff over Cuba, which nearly caused|a third world war, and recalls the more|recent shocking events surrounding|September 11th 2001 and the subsequent|'war on terror'. Every event evokes a|particular time and place, but Cooke's|unique style of expression and analysis|provides each with a resonance that|echoes through the years.
228	Oliver Twist (Classics of Value S.)	13	1873859848	ADULT	CLASSIC	TAPE	007	799	2	5		N	OGG	266						Read by Martin Jarvis|Through the immortal characters of|Oliver, Nancy, Bill Sikes, Fagin, the|Artful Dodger and Mr Bumble Dickens'|mercilessly sends up the hypocrisy of|19th century life - the high-minded|reformism of the intellectuals and the|snobbery of those in power.
229	Port Authority (Classic Drama S.)	95	9626347430	ADULT	DRAMA	CD	012	699	3	5		N	BB	233						Read by Jim Norton|The premiere recording of a work by one|of Ireland's leading contemporary|playwrights. Three men, one elderly, one|approaching middle age, and one young,|muse and reminisce.
230	Wyrd Sisters	14	0552152277	ADULT	FANTASY	CD	008	1499	3	5		N	BB	499						Read by Terry Pratchett|Things like crowns had a troublesome|effect on clever folks; it was best to|leave all the reigning to the kind of|people whose eyebrows met in the middle.|Three witches gathered on a lonely|heath. A king cruelly murdered, his|throne usurped by his ambitious cousin.|A child heir and the crown of the|kingdom, both missing. The omens are not|auspicious for the new incumbent, for|whom ascending this tainted throne is a|more complicated affair than you might|imagine, particularly when the blood on|your hands just won't wash off and|you're facing a future with knives in|it...
231	The Wide Window (Series of Unfortunate Events)	29	0007141114	JUNIOR	FICTION	TAPE	017	899	4	5		N	OGG	299						Read by Lemony Snicket|Dear Customer, If you have not heard|anything about the Baudelaire orphans,|then before you listen to even one|sentence you should know this: Violet,|Klaus and Sunny are kindhearted and|quick-witted, but their lives, I'm sorry|to say, are filled with bad luck and|misery. All of the stories about these|three children are unhappy and wretched,|and this one may be the worst of them|all. If you haven't got the stomach for|a story that includes a hurricane, a|signalling device, hungry leeches, cold|cucumber soup, a horrible villain and a|doll named Pretty Penny, then this tape|will probably fill you with despair. I|will continue to record these tragic|tales, for that is what I do. You,|however, should decide for yourself|whether you can possibly bear the|responsibility of exposing others to|this miserable story. With all due|respect, Lemony Snicket
232	Anna Karenina (Classic Fiction)	96	9626340819	ADULT	CLASSIC	CD	012	1699	2	5		N	NN	566						Read by Laura Paton|Trapped in a loveless marriage, Anna|Karenina is defenceless when her|passions are unleashed by Count Vronsky.|Having defied the rules of 19th-century|Russian society, Anna pays a heavy|price. The music is from Rubinstein,|Balakirev, Vitols, Ivanovici,|Tchaikovsky and Rachmaninoff.
233	A Christmas Carol	13	0001046861	ADULT	CLASSIC	CD	004	1099	4	5		N	NN	366						Read by Paul Scofield|Dickens's fable, a popular Christmas|book ever since its first publication in|December 1843, tells of how on one|Christmas eve, the mean old man Scrooge|is shown the folly of his ways by the|ghosts of Christmas past, present and|future and by the ghost of his old|partner, Jacob Marley.
234	The Miserable Mill (Series of Unfortunate Events)	29	0007141122	JUNIOR	FICTION	TAPE	017	899	4	5		N	OGG	299						Read by Lemony Snicket|Dear Customer, I hope, for your sake,|that you have not chosen to listen to|this tape because you are in the mood|for a pleasant experience. If this is|the case, I advise you to put it down|instantaneously, because of all the|volumes describing the unhappy lives of|the Baudelaire orphans, this might be|the unhappiest yet. Violet, Klaus and|Sunny Baudelaire are sent to Paltryville|to work in a lumbermill, and they find|disaster and misfortune lurking behind|every log. These include, I'm sorry to|inform you, such unpleasantries as a|giant pincher machine, a bad casserole,|a man with a cloud of smoke where his|head should be, a hypnotist, a terrible|accident resulting in injury, and|coupons. I have promised to record the|entire history of these three poor|children, but you haven't, so if your|customers prefer stories that are more|heartwarming, please feel free to make|another selection. With all due respect,|Lemony Snicket
235	A Short History of Nearly Everything	91	055215072X	JUNIOR	FICTION	CD	008	1899	2	5		N	NN	633						Read by Bill Bryson|A Short History of Nearly Everything is|Bill Bryson's quest to find out|everything that has happened from the|Big Bang to the rise of civilization -|how we got from there, being nothing at|all, to here, being us. His challenge is|to take subjects that normally bore the|pants off most of us, and see if there|isn't some way to render them|comprehensible to people who have never|thought they could be interested in|science. It's not so much about what we|know, as about how we know what we know.|How do we know what is in the centre of|the Earth, or what a black hole is, or|where the continents were 600 million|years ago? How did anyone ever figure|these things out?On his travels through|time and space, Bill Bryson takes us|with him on the ultimate eye-opening|journey, and reveals the world in a way|most of us have never seen it before. -A|Short History of Nearly Everything is|Bill Bryson's quest to find out|everything that has happened from the|Big Bang to the rise of civilization -|how we got from there, being nothing at|all, to here, being us. His challenge is|to take subjects that normally bore the|pants off most of us, and see if there|isn't some way to render them|comprehensible to people who have never|thought they could be interested in|science. It's not so much about what we|know, as about how we know what we know.|How do we know what is in the centre of|the Earth, or what a black hole is, or|where the continents were 600 million|years ago? How did anyone ever figure|these things out?On his travels through|time and space, Bill Bryson takes us|with him on the ultimate eye-opening|journey, and reveals the world in a way|most of us have never seen it before. |
236	Nicholas Nickleby	13	1855499215	ADULT	CLASSIC	TAPE	001	7999	0	5		N	NN	3999						Read by Alex Jennings|Nicholas Nickleby, his mother and sister|are left penniless after his father's|death. Nicholas, due to his independent|bearing, makes enemies in the form of|his wicked uncle Ralph, schoolmaster|Squeers and the revolting Gride. These|audio cassettes contain the complete and|unabridged story.
237	Classic Connolly: Vol 1 and 2 (HarperCollins Audio Comedy S.)	97	0007103972	ADULT	HUMOUR	CD	004	1400	1	5		N	BB	466						Read by Billy Connolly
238	The Austere Academy (Series of Unfortunate Events)	29	0007141130	JUNIOR	FICTION	CD	017	1099	1	5		N	OGG	366						Read by Lemony Snicket|Dear Customer, If you are looking for a|story about cheerful youngsters spending|a jolly time at boarding school, look|elsewhere. You might expect that Violet,|Klaus and Sunny would do very well at|school. Don't. For the Baudelaires,|school turns out to be another miserable|episode in their unlucky lives. Within|the chapters of this dreadful story, the|children will face snapping crabs,|strict punishments, dripping fungus,|comprehensive exams, violin recitals,|S.O.R.E and the metric system. It is my|solemn duty to stay up all night|researching and writing the history of|these three hapless youngsters, but you|may be more comfortable getting a good|night's sleep. In that case, you should|probably choose some other tape. With|all due respect, Lemony Snicket
239	The Fifth Elephant	14	0552147206	ADULT	FANTASY	TAPE	008	1099	0	5		N	OGG	366						Read by Tony Robinson|Terry Pratchett has a seemingly endless|capacity for generating  inventively|comic novels about the Discworld and its|inhabitants but  there is in  the hearts|of most of his admirers a particular|place for those novels  which  feature|the hard-bitten captain of the|Ankh-Morpork City Watch Samuel  Vimes. |Sent as ambassador to the Northern|principality of Uberwald where they |mine  gold, and iron and fat, but never|silver, he is caught up in an uneasy |truce  between dwarfs, werewolves and|vampires, in the theft of the Scone of |Stone  (a particularly important piece|of dwarf bread) and in the old werewolf |custom  of giving humans a short start|in the hunt and then cheating...  ||Pratchett is always at his best when the|comedy is mixed with a real  sense of |jeopardy that even favourite characters|might be hurt if there was a  good joke|in it. As always the most unlikely|things crop up as the  subjects of |gags--Chekhov, grand opera, the Caine|Mutiny--and as always there are |remorselessly funny gags about the|inevitability of story: <blockquote>|"They say that the fifth elephant came|screaming and trumpeting through  the |atmosphere of the young world all those|years ago and landed hard  enough to |split continents and raise mountains. | |No one actually saw it land, which|raised the interesting philosophical |question:  when millions of tons of|angry elephant come spinning through the|sky,  and there  is no one to hear it,|does it--philosophically speaking--make|a noise?  | As for the dwarfs, whose|legend it is, and who mine a lot deeper|than  other  people, they say that there|is a grain of truth in it".|</blockquote> All this, the usual guest|appearances and Gaspode the Wonder|Dog... -- Roz Kaveney
10	Haha changed this one again	6	1855494728	JUNIOR	FANTASY	TAPE	001	2199	10	5	0	N	BB	879						Read by Stephen Fry|This sequel to "The Philosopher's Stone"|picks up where the first book finished,|with Harry returning to Hogwarts School.|He is in his second year and little does|he know that this year will be just as|eventful as the last. These tapes|contain the complete and unabridged|story.
240	Voices of History	98	0712343253	ADULT	HISTORY	CD	031	1595	0	5		N	BB	531						Read by British Library Sound Archive|This two-CD set features historic|recordings from the British Library|Sound Archive of some of the most famous|and influential people active from the|early days of sound recording to the|middle of the twentieth century. Forty|speakers are represented, covering|politics, women's rights, commerce and|economics, royalty, religion and|society. Starting with a rare 1988|recording of Prime Minister William|Ewart Gladstone, the politicians include|Lloyd-George, Stanley Baldwin and|Winston Churchill, together with major|international figures such as Vladimir|Ilich Lenin and Franklin D Roosevelt.|Other notable recordings include|suffragette Christabel Pankhurst and the|first sitting woman MP, Nancy Astor;|legendary industrialist Andrew Carnegie;|the historic abdication broadcast of|Edward VIII; Mahatma Gandhi on Hinduism|and Aga Khan III on Islam; William|Booth, founder of the Salvation Army,|Robert Baden-Powell, founder of the Boy|Scouts, and philosopher Bertrand|Russell, pondering the extinction of the|human race
11	Grass Roots Management	7	0273663801	ADULT	BUSINESS	CD	005	1499	1	5		N	NN	499						Read by Guy Browning|This dramatised version of the classic|management parable, by an all British|cast of actors, will keep you|entertained as you are inspired.|Also|available as an Audio Cassette. About|Grass Roots Management- Everybody talks|about an empowered workforce but no one|has one. Managers constantly complain|that their people are more empowered|than they think they are. They’ve told|them they’re empowered, so why don’t|their people act like it?|Firstly, it's|not enough to just tell people they are|empowered - you have to show them. And|secondly, because from the beginning|empowerment has been driven by|consultants. It’s been delivered by|high-cost, low-impact, top-down|initiatives. |Now people in business are|waking up to the fact that you can’t|deliver empowerment with hit and run|consultants. If you want your people to|be engaged in and continually improving|the business, they’ve got to be doing it|for themselves. The answer is Grass|Roots Management. Give people the plans,|tools, time, money and permission, and|watch them build your business.|Master|story teller, writer and business|consultant Guy Browning delivers the key|management lessons of empowering your|people in an easy listen form,|dramatised by a professional team of|actors. |
241	Dombey and Son	13	1855499231	ADULT	CLASSIC	TAPE	001	8995	4	5		N	OGG	4497						Read by Alex Jennings|Mr Dombey, the proud head of a shipping|company, is obsessed with the desire for|a son so that his family may be entitled|"Dombey and Son". Although constructed|around a sombre and complex theme, this|tale is not without comedy. These audio|cassettes contain the complete and|unabridged story.
12	Just A Classic Minute: v. 2	8	0563525991	ADULT	HUMOUR	CD	001	1299	0	5	0	N	NN	433						Read by Cast|Nicholas Parsons presents four more|specially-selected archive episodes of|the ever-popular comedy panel game from|the 1960s, 1970s, 1980s and 1990s.|21|October 1968; 3 November 1976; 28 August|1982; 17 March 1990.||Just as|uproariously funny - and terrifically|popular - today as when it first began|on BBC Radio 4 in 1968, Just a Minute|challenges contestants to speak for one|minute on a given subject without|repetition, hesitation or deviation.
242	Hard Times	13	1860154549	ADULT	CLASSIC	TAPE	032	1999	4	5	0	N	PP	666						Read by Peter Joyce|In this, Dickens's most openly political|novel, readers discover the terrible|human consequences of a ruthlessly|materialistic philosophy in the lives of|Thomas Gradgrind's family. Set in|Coketown, a typical Lancashire milltown.
13	Talking Heads 2 (BBC Radio Collection)	9	0563558059	ADULT	DRAMA	CD	001	1599	3	5		N	NN	533						Read by Alan Bennett|Alan Bennett's award-winning series of|six television  monologues, Talking |Heads, may have been first aired in|1988, but over a decade later  it is|still impossible to read  these deeply|moving and affectionate scripts without|hearing the voices  of the actors who|played  them. Maggie Smith as the|alcoholic vicar's wife finding a|semblance of  happiness in an affair|with an Indian shop owner, Patricia|Routledge as the poisonous  neighbour,|Julie Walters as the  over-the-hill|dolly bird auditioning for a porn film|and of course  Thora Hird as Doris, the|old lady  alone in her home having|fallen and broken her hip. All great |performances and all made possible  by|Bennett's wonderfully observant and|poignant scripts. Bennett  rightly notes|in his introduction  to the pieces that,|maybe apart from Doris, his narrators|are artless  in that they "don't quite|know  what they are saying and are|telling a story to the meaning of which |they are not entirely privy".  But|through their artlessnes they reveal|more about Britain today and  the|stresses and strains  placed upon|ordinary people, than any number of|docu-soaps that now  claim to show us|real life.  --Nick Wroe
243	James and the Giant Peach	11	0001034162	JUNIOR	FICTION	TAPE	017	599	0	5		N	OGG	199						Read by Roald Dahl|Now available in this newly designed,|vibrant and abridged CD edition of one|of your all time favourite Roald Dahl|children's books, read by the legendary|author himself. Poor James has lived|miserably with his two beastly aunts|ever since the day his parents were|eaten up by an angry rhinoceros. Then|something very peculiar happens,|something so magical that it completely|changes James's wretched existence. And|he embarks on an amazing and|unbelievable journey. Accompany James on|his amazing adventures in this new audio|tape, read by the enigmatic author|himself as it was intended to be heard.|A sluciously luscious adventure for age|6+.
14	I Was a Rat!: Or, the Scarlet Slippers: Complete and Unabridged	10	0754071162	JUNIOR	FICTION	TAPE	001	1099	3	5		N	PP	366						Read by Jeremy Strong| With the feel of a Grimm's Fairy Story,|but with a thoroughly modern twist,|Philip  Pullman's I Was a Rat is an|intriguing, sparkling story by an author|who never  ceases to amaze. When Old Bob|the Cobbler and his Washerwoman Wife,|Joan, find a  strange little boy on|their doorstep, the search for his true|parentage begins. But the child,  who|insists that he was once a rat, a|condition diagnosed as "rodent delusion"|by the  doctor, finds coming to terms|with being a normal little boy rather|confusing. Taken to the  Palace by the|Philosopher Royal - who decides that he|is indeed a "curious and interesting |case", his fame spreads and he finds|himself back on the streets, facing|ridicule on the  pages of the Daily|Scourge where he is maligned as a|monster, and finds his life threatened |because of his reputation.|Set against|the backdrop of a Royal Wedding--which|in itself  gives Pullman the opportunity|to take a wry and effective sideways|glance at the way the  press can|manipulate public feeling, and with the|addition of a smart twist to the tale|which  allows the newly-wed Princess|Aurelia to show her true colours--I Was|a Rat is pure pleasure from beginning to|end and gives Pullman yet another|opportunity to prove that his startling|ability to  effortlessly transport|readers to another dimension is a force|to be reckoned with. An  absolute must|read for every child, but particularly|for ages 7 to 11. --Susan  Harrison
244	The Complete Little Britain Radio Series 1	46	0563526424	ADULT	HUMOUR	CD	001	1599	4	5		N	NN	533						Read by Cast|The complete first series from BBC Radio|4, plus the pilot episode and over|twenty-five minutes of|never-heard-before sketches and|outtaks.|"Comedy ecstasy... Heat|magazine||The Little Britain radio|series won a Sony Award when it first|appeared on radio, and has since gone on|to become a comedy phenomenon. Now,|available for the first time, are the|original pilot and all four episodes of|the original radio series complete and|uncut.||Matt Lucas and David Walliams|comedy creations are already household|names and need no introduction: Daffyd,|the only gay in his village, Emily I m a|lady! Howard, incoherent young offender|Vicky Pollard, Kenny Look into my eyes|Craig, and Marjorie Dawes from|FatFighters. Not forgetting Denver|Mills, Dennis Waterman, and children s|entertainer Des Kaye.||Complementing Tom|Baker s brilliantly bizarre narration,|and David Arnold s original music, are|many characters that have only ever|appeared on radio: Cockney Film Star,|taxi driver Jackie Paper, Joey the|Stool, and two of the worst ghosts you|ll ever know.||With a wealth of bonus|material that includes sketches and|hilarious outtakes never transmitted on|radio, welcome to the wonderful and|surreal world of Little Britain.
15	Charlie and the Chocolate Factory	11	0141805323	JUNIOR	FICTION	CD	003	1300	4	5		N	NN	433						Read by James Bolam|Roald Dahl's most famous and magical|story tells the wonderful tale of|Charlie Bucket. Charlie can not believe|his luck when he finds a Golden Ticket|and wins the chance of a lifetime: a|magical day witnessing the miraculous|creation of the most delectable eatables|ever made at the wonderful chocolate|factory of WILLIE WONKA, along with the|infamous characters of the|Oompa-Loompas, Veronica Salt, Augustus|Gloop and many more.
245	The Other Side of the Story	99	0141805749	ADULT	FICTION	CD	033	1300	2	5		N	OGG	433						Read by Niamh Daly|Laced with sparkling wit and|compassionate insight nobody does it|quite like Marian Keyes. Jojo Harvey is|a literary agent whose star is on the|rise. In love with both her married boss|and her burgeoning career, not much|distracts her. Until she finds herself|representing two women who used to be|best friends. Used to be. One of them,|Gemma, has suddenly found herself from a|broken home at the age of thirty-two.|Meanwhile, Lily the woman Gemma has|always blamed for stealing her one|chance of happiness is enjoying the|overnight success of her debut novel.|Set in the world of publishing, The|Other Side of the Story is about love,|loyalty, glass ceilings and survival|tactics - and what to do when you get|your chance for revenge.||
