2508	14996	BB	1599	14997						6|46|70|80|91|124|157|205|304|345	0007192614|075311934X|0752869507|9626347651|1405501197|0007214197|0141805560|014086041X|9780747561071|9780261102217	4950|1597|433|307|499|499|433|333|399|399	N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|10|10
3011	15122	NN	2000	15123						35|58|100|196|299|305	0140868208|0141805897|0007207026|0752869728|9780141317083|9780747538486	266|433|533|499|299|399	N|N|N|N|Z|Z	5|5|5|5|10|10
3514	15248	BB	1599	15248						22|61|157|172|205|213|282	1855494760|0141805900|0141805560|9626341203|014086041X|1844280810|9780552997041	1079|366|433|666|333|666|499	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
4017	15374	NN	2000	15376						79|95|149|284|297	185686961X|0752856820|0141806052|9780340734872|9780141315492	566|333|333|399|399	N|N|N|Z|Z	5|5|5|10|10
711	14542	OGG	599	14545						43|154|185	0563388609|0753104296|1855499614	433|1897|4547	N|N|N	5|5|5
1000	14617	BB	1599	14621						91|230|248|331	1405501197|0552152277|0140866655|9780140620832	499|499|266|299	N|N|N|Z	5|5|5|10
1503	14744	PP		14745						48|94|189	0140868305|0140868380|0141805625	166|166|333	N|N|N	5|5|5
2006	14869	OGG	599	14871						73|153|173|200	0140868348|0141805552|0752873253|1871412005	166|433|433|199	N|N|N|N	5|5|5|5
209	14402	NN	2000	14402						54|78	0140868313|0755329007	166|499	N|N	5|5
2509	14996	PP		14996						14|19|51|56|138|162|189|204|222|259|268|275|340	0754071162|0552144266|014180534X|9626341505|0753124122|9626346779|0141805625|0563525320|9626340800|ISBN|9780752875873|9780141328553|9780140620580	366|333|433|466|1140|307|333|433|366|399|999|399|299	N|N|N|N|N|N|N|N|N|Z|Z|Z|Z	5|5|5|5|5|5|5|5|5|10|10|10|10
3012	15122	PP		15124						38|138|178|242	0753110644|0753124122|0552153184|1860154549	466|1140|499|666	N|N|N|N	5|5|5|5
3515	15248	NN	2000	15248						24|45|118|119|164|198|214|236|271	0955064007|0007161123|0007206550|1855498472|0552146536|0552153222|0552153265|1855499215|9780141331874	499|433|499|533|366|499|499|3999|399	N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|10
4018	15374	BB	1599	15376						130|150|175	1899644571|1855496488|0754053121	350|3250|2934	N|N|N	5|5|5	5
712	14542	PP		14542						48|144|342	0140868305|000720910X|9780435233075	166|433|399	N|N|Z	5|5|10
1001	14617	NN	2000	14621						109|181|244|269	9626340576|0563524758|0563526424|9780575089327	466|366|533|799	N|N|N|Z	5|5|5|10
1504	14744	OGG	599	14746						84|108|115|131|170|216|258	1855496879|0007206534|1856869202|1856869741|140550028X|055215170X|9781905654734	3750|499|499|566|433|499|499	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
2007	14870	NN	2000	14874						1|24|117|143|181|183|206|214|309|324	0563525452|0955064007|0747582602|0007213212|0563524758|1844560694|0552152226|0552153265|9780747584681|9780099511601	433|499|2750|533|366|666|499|499|399|299	N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|10|10
210	14402	OGG	599	14402						136|151|170|241	0140866930|9626342684|140550028X|1855499231	266|466|433|4497	N|N|N|N	5|5|5|5
2510	14996	OGG	599	14999						32|96|106|154|159|216|231|239|339	055214424X|0007214146|000719580X|0753104296|1855494981|055215170X|0007141114|0552147206|9780140620955	333|433|466|1897|879|499|299|366|299	N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|10
3013	15122	BB	1599	15125						50|61|69|90|187	0563528087|0141805900|1904605184|0007208022|0140866515	533|366|533|466|266	N|N|N|N|N	5|5|5|5|5
3516	15248	OGG	599	15249						73|148|169|287|339	0140868348|1904351832|0007161344|9780330473286|9780140620955	166|166|366|399|299	N|N|N|Z|Z	5|5|5|10|10
4019	15374	PP		15377						171|184|254	0007213263|0007159846|9780575085527	366|433|399	N|N|Z	5|5|10
713	14543	BB	1599	14547						28|248|277	1901768384|0140866655|9780141328546	333|266|399	N|N|Z	5|5|10
1002	14618	PP		14620						16|94|162|184|246	1405501081|0140868380|9626346779|0007159846|0563494360	466|166|307|433|433	N|N|N|N|N	5|5|5|5|5
1505	14744	NN	2000	14748						146|294|314|336	1840329300|9780552154222|9781409103479|9780340993774	333|399|399|399	N|Z|Z|Z	5|10|10|10
2008	14870	OGG	599	14870						7|9|32|68|71|96|121|128|154|228|239	0563510196|1405500549|055214424X|9626346108|0552148415|0007214146|0141804483|0007207077|0753104296|1873859848|0552147206	433|499|333|333|366|433|433|2250|1897|266|366	N|N|N|N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5|5|5|5
211	14403	NN	2000	14406						79|206	185686961X|0552152226	566|499	N|N	5|5
2511	14997	PP		15001						16|17|39|42|92|158|160|162|178|194|224	1405501081|1856563650|0752871994|0141804343|0007195818|0007158777|0007201028|9626346779|0552153184|0141805633|9626341823	466|299|433|266|499|533|466|307|499|199|466	N|N|N|N|N|N|N|N|N|N|N	5|5|5|5|5|5|10|5|5|5|5
3014	15123	BB	1599	15123						6|67|70|114	0007192614|9626347635|0752869507|0007206542	4950|299|433|499	N|N|N|N	5|5|5|5
3517	15249	PP		15251						16|57|82|129|142|184|247|333	1405501081|1405052708|1855499932|0007206569|0141805536|0007159846|0007141149|9780340993767	466|433|666|499|433|433|366|399	N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|10
4020	15375	OGG	599	15376						23|43|75|223|256	0140866752|0563388609|1840329181|1846070473|9780753820254	266|433|499|1200|399	N|N|N|N|Z	5|5|5|5|10
714	14543	OGG	599	14543						34|335	0007206844|9780340993750	533|399	N|Z	5|10
1003	14618	OGG	599	14622						18|73|84|169|231	1904605109|0140868348|1855496879|0007161344|0007141114	366|166|3750|366|299	N|N|N|N|N	5|5|5|5|5
1506	14744	BB	1599	14747						312	9780571228577	399	Z	10
2009	14870	PP		14870						38|125|194|203|207|222|247|250|270|317	0753110644|0141800925|0141805633|075286971X|0140865543|9626340800|0007141149|0552153346|9781409121817|9780099538639	466|166|199|566|266|366|366|499|399|399	N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|10|10
212	14403	OGG	599	14406						110|135	0754053504|1856563839	3228|299	N|N	5|5
3015	15123	NN	2000	15127						45|155|168|233	0007161123|0001055348|0007154720|0001046861	433|2000|533|366	N|N|N|N	5|5|5|5
3518	15249	OGG	599	15250						18|29|40|64|98|132|234|251	1904605109|9626343427|0563478187|0752869493|0001046594|0007162294|0007141122|9781906694180	366|366|433|566|299|466|299|166	N|N|N|N|N|N|N|Z	5|10|5|5|5|5|5|10
2512	14997	BB	1599	14998						22|36|86|88|90|114|130|134|150|165|175|177|179|187|255|282|312	1855494760|962634296X|0755329015|0141805943|0007208022|0007206542|1899644571|1859984827|1855496488|0563510471|0754053121|0752873261|0001025368|0140866515|9780753826492|9780552997041|9780571228577	1079|566|599|366|466|499|350|233|3250|499|2934|499|299|266|399|499|399	N|N|N|N|N|N|N|N|N|N|N|N|N|N|Z|Z|Z	5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10
4021	15375	PP		15379						41|204	0007161115|0563525320	366|433	N|N	5|5
715	14543	PP		14547						37|82	0563527048|1855499932	599|666	N|N	5|5
1004	14618	NN	2000	14619						27|44|145|198	0563558601|1740948912|0007120575|0552153222	299|919|666|499	N|N|N|N	5|5|5|5	|5
1507	14745	NN	2000	14749						5|74|196	0001056107|0001024671|0752869728	366|199|499	N|N|N	10|5|5
2010	14870	BB	1599	14871						46|67|85|124|179|187|202|240	075311934X|9626347635|0743520718|0007214197|0001025368|0140866515|0141804637|0712343253	1597|299|308|499|299|266|433|531	N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5	5
213	14403	BB	1599	14406						113|120|156|175|208|226|255	0007207050|1855491346|1840329319|0754053121|0552153249|0140866604|9780753826492	533|133|499|2934|499|266|399	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
3016	15123	PP		15127						82|137|142|171|204|221|316	1855499932|0007206585|0141805536|0007213263|0563525320|0754054233|9780752883533	666|533|433|366|433|2699|399	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
4022	15375	BB	1599	15378						50|90|105|304	0563528087|0007208022|0752861417|9780747561071	533|466|566|399	N|N|N|Z	5|5|5|10
2513	14997	OGG	599	14997						34|53|63|87|93|128|151|153|169|200|243|245|251|329	0007206844|0141805382|9626341513|0140868364|1856959767|0007207077|9626342684|0141805552|0007161344|1871412005|0001034162|0141805749|9781906694180|9780140620528	533|199|566|166|2647|2250|466|433|366|199|199|433|166|299	N|N|N|N|N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|5|5|5|5|10|10	||||||||||5
3519	15249	NN	2000	15249						59|101|140|235|284|344	0141805390|0007133731|0007206593|055215072X|9780340734872|9780141182636	266|299|499|633|399|399	N|N|N|N|Z|Z	5|5|5|5|10|10
716	14543	NN	2000	14545						117|183|261	0747582602|1844560694|9780330520515	2750|666|399	N|N|Z	5|5|10
1005	14618	BB	1599	14621						52|65|202|212|273	0141805889|9626343559|0141804637|0552152242|9780141331867	433|999|433|499|399	N|N|N|N|Z	5|5|5|5|10
1508	14745	OGG	599	14746						64|185	0752869493|1855499614	566|4547	N|N	5|5
2011	14871	OGG	599	14874						18|26|29|53|75|97|136|151|170|182|243|245|287|292	1904605109|0007201826|9626343427|0141805382|1840329181|1594830371|0140866930|9626342684|140550028X|0001048791|0001034162|0141805749|9780330473286|9780552154307	366|466|366|199|499|466|266|466|433|366|199|433|399|399	N|N|N|N|N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|5|5|5|5|10|10
214	14404	OGG	599	14405						34|200	0007206844|1871412005	533|199	N|N	5|5
2514	14997	NN	2000	15001						49|109|111|133|155|198|199|232|281|314|321	0552146846|9626340576|0007214170|0007206577|0001055348|0552153222|075312369X|9626340819|9781849162746|9781409103479|9780007119318	333|466|499|533|2000|499|2475|566|399|399|399	N|N|N|N|N|N|N|N|Z|Z|Z	5|5|5|5|5|5|5|5|10|10|10
3017	15123	OGG	599	15126						96|185	0007214146|1855499614	433|4547	N|N	5|5
3520	15249	BB	1599	15251						86|90|179|193|248|310|347	0755329015|0007208022|0001025368|1904605400|0140866655|9780141039237|9780261103252	599|466|299|366|266|399|799	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
4023	15375	NN	2000	15377						109|192|293|308	9626340576|0552153206|9780552154208|9780747546290	466|499|399|399	N|N|Z|Z	5|5|10|10
717	14544	PP		14547						30	0140868283	166	N	5
1006	14619	OGG	599	14619						3|34|60|151	1405500530|0007206844|0140868321|9626342684	499|533|166|466	N|N|N|N	5|5|5|5
1509	14745	BB	1599	14746						86|175|229	0755329015|0754053121|9626347430	599|2934|233	N|N|N	5|5|5
2012	14871	PP		14872						42|103|195	0141804343|0007207034|0743504127	266|533|396	N|N|N	5|5|5
215	14404	NN	2000	14407						192	0552153206	499	N	5
2515	14998	BB	1599	15002						4|10|91|113|174|226|230|237|249|272|318	0141805293|1855494728|1405501197|0007207050|0552153176|0140866604|0552152277|0007103972|1560150475|9780007230204|9780099534846	199|879|499|533|499|266|499|466|417|499|399	N|N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|5|10|10
3018	15124	NN	2000	15128						24|74|280	0955064007|0001024671|9780385608275	499|199|1099	N|N|Z	5|5|10
718	14544	NN	2000	14546						78|112|196|244	0755329007|1856868176|0752869728|0563526424	499|466|499|533	N|N|N|N	5|5|5|5
3521	15250	NN	2000	15250						13|27|47|49|141|146|181|320	0563558059|0563558601|1855494787|0552146846|0141806044|1840329300|0563524758|9780099534822	533|299|2499|333|433|333|366|399	N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|10
4024	15376	OGG	599	15380						18|63|68|97|108|182|200	1904605109|9626341513|9626346108|1594830371|0007206534|0001048791|1871412005	366|566|333|466|499|366|199	N|N|N|N|N|N|N	5|5|5|5|5|5|5
1007	14619	BB	1599	14622						6|113|264	0007192614|0007207050|9780330512855	4950|533|399	N|N|Z	5|5|10
1510	14745	PP		14746						137|220	0007206585|1840323345	533|499	N|N	5|5
2013	14871	BB	1599	14874						46|86|114|318	075311934X|0755329015|0007206542|9780099534846	1597|599|499|399	N|N|N|Z	5|5|5|10
216	14405	PP		14408						37|160	0563527048|0007201028	599|466	N|N	5|5
2516	14998	OGG	599	15002						26|66|76|93|115|135|154|173|223|252|289|323	0007201826|0141802863|9626343575|1856959767|1856869202|1856563839|0753104296|0752873253|1846070473|9781849162883|9780552153379|9780007119325	466|266|2762|2647|499|299|1897|433|1200|399|399|399	N|N|N|N|N|N|N|N|N|Z|Z|Z	5|5|5|5|5|5|5|5|5|10|10|10
3019	15124	OGG	599	15127						32|77|110|200|209	055214424X|0141801352|0754053504|1871412005|0552152234	333|166|3228|199|499	N|N|N|N|N	5|5|5|5|5
4025	15376	PP		15379						103|158|162	0007207034|0007158777|9626346779	533|533|307	N|N|N	5|5|5
3522	15250	OGG	599	15253						26|77|159|200|223|245	0007201826|0141801352|1855494981|1871412005|1846070473|0141805749	466|166|879|199|1200|433	N|N|N|N|N|N	5|5|5|5|5|5
719	14544	BB	1599	14546						83|88|211	0141805935|0141805943|000715478X	366|366|466	N|N|N	5|5|5
1008	14619	PP		14623						42|102	0141804343|1856959783	266|2097	N|N	5|5
1511	14746	OGG	599	14748						9|43|53|77|115	1405500549|0563388609|0141805382|0141801352|1856869202	499|433|199|166|499	N|N|N|N|N	5|5|5|5|5
2014	14871	NN	2000	14873						79|95|155|168|269	185686961X|0752856820|0001055348|0007154720|9780575089327	566|333|2000|533|799	N|N|N|N|Z	5|5|5|5|10
217	14405	OGG	599	14406						60|185	0140868321|1855499614	166|4547	N|N	5|5
2517	14998	NN	2000	14998						27|35|107|112|116|123|168|176|181|206|218|235|265|283|305|348	0563558601|0140868208|0752861425|1856868176|0747582599|1856563820|0007154720|0743501551|0563524758|0552152226|0563526874|055215072X|9781907410369|9780340896983|9780747538486|9780007321919	299|266|566|466|3250|166|533|366|366|499|366|633|599|399|399|399	N|N|N|N|N|N|N|N|N|N|N|N|Z|Z|Z|Z	5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10
720	14544	OGG	599	14545						93	1856959767	2647	N	5
3020	15124	PP		15128						37|125|166|210	0563527048|0141800925|0552153664|0140865551	599|166|566|266	N|N|N|N	5|5|5|5
3523	15250	PP		15252						89|103|178|190	0752861387|0007207034|0552153184|014180355X	433|533|499|333	N|N|N|N	5|5|5|5
4026	15376	BB	1599	15378						165|211|225|346	0563510471|000715478X|0552152269|9780261102736	499|466|499|399	N|N|N|Z	5|5|5|10
1009	14619	NN	2000	14621						321	9780007119318	399	Z	10
1512	14746	PP		14748						56|127|139|160|167|184|268|279	9626341505|0563528729|0552153621|0007201028|1845590872|0007159846|9780752875873|9780141328522	466|999|366|466|2675|433|999|399	N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|10|10	|5
2015	14872	OGG	599	14872						3|64|110|151|227|252	1405500530|0752869493|0754053504|9626342684|0563510099|9781849162883	499|566|3228|466|433|399	N|N|N|N|N|Z	5|5|5|5|5|10
218	14405	BB	1599	14409						69|163|180|249|277	1904605184|0007158785|0001048783|1560150475|9780141328546	533|666|366|417|399	N|N|N|N|Z	5|5|5|5|10
2518	14998	PP		15000						33|41|48|89|102|203|270|342	1405047585|0007161115|0140868305|0752861387|1856959783|075286971X|9781409121817|9780435233075	433|366|166|433|2097|566|399|399	N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|10|10
3021	15125	OGG	599	15129						9|132	1405500549|0007162294	499|466	N|N	5|5
3524	15250	BB	1599	15253						90|175|304	0007208022|0754053121|9780747561071	466|2934|399	N|N|Z	5|5|10
4027	15377	BB	1599	15378						6|10|70|91|165|172|191|226	0007192614|1855494728|0752869507|1405501197|0563510471|9626341203|074350917X|0140866604	4950|879|433|499|499|666|438|266	N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5
721	14545	NN	2000	14546						1|55|101|146|293	0563525452|0752860828|0007133731|1840329300|9780552154208	433|433|299|333|399	N|N|N|N|Z	5|5|5|5|10	|||5
1010	14620	NN	2000	14624						5|118|214|283	0001056107|0007206550|0552153265|9780340896983	366|499|499|399	N|N|N|Z	5|5|5|10
1513	14746	NN	2000	14746						99|218	0752873113|0563526874	566|366	N|N	5|5
2016	14872	PP		14874						14|17|57|62|102|184|247|286	0754071162|1856563650|1405052708|0563527595|1856959783|0007159846|0007141149|9780330452472	366|299|433|533|2097|433|366|399	N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|10
219	14406	BB	1599	14408						6	0007192614	4950	N	5
2519	14999	NN	2000	15003						5|13|72|79|81|118|119|143|147|196|280|320	0001056107|0563558059|9626346116|185686961X|0752873083|0007206550|1855498472|0007213212|0563504838|0752869728|9780385608275|9780099534822	366|533|299|566|499|499|533|533|599|499|1099|399	N|N|N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|5|5|10|10
3022	15125	NN	2000	15127						117|143|192|283	0747582602|0007213212|0552153206|9780340896983	2750|533|499|399	N|N|N|Z	5|5|5|10
3525	15251	OGG	599	15251						3|115|216	1405500530|1856869202|055215170X	499|499|499	N|N|N	5|5|5
4028	15377	PP		15379						102|178|250|270|326	1856959783|0552153184|0552153346|9781409121817|9780141441672	2097|499|499|399|399	N|N|N|Z|Z	5|5|5|10|10
722	14545	PP		14545						17|162|195|207|340	1856563650|9626346779|0743504127|0140865543|9780140620580	299|307|396|266|299	N|N|N|N|Z	5|5|5|5|10
1011	14620	PP		14620						17|195|203	1856563650|0743504127|075286971X	299|396|566	N|N|N	5|5|5
1514	14746	BB	1599	14749						120|208|226|237|273|331	1855491346|0552153249|0140866604|0007103972|9780141331867|9780140620832	133|499|266|466|399|299	N|N|N|N|Z|Z	5|5|5|5|10|10
2017	14872	BB	1599	14872						22|28|69|120|130|211|240|328|331	1855494760|1901768384|1904605184|1855491346|1899644571|000715478X|0712343253|9780099511113|9780140620832	1079|333|533|133|350|466|531|299|299	N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|10|10
220	14406	NN	2000	14407						72	9626346116	299	N	5
2520	14999	BB	1599	15002						6|25|80|156|191|205|229|296|350	0007192614|0001050478|9626347651|1840329319|074350917X|014086041X|9626347430|9780141312125|9780007229420	4950|366|307|499|438|333|233|399|499	N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|10|10
723	14545	BB	1599	14546						22|264|331	1855494760|9780330512855|9780140620832	1079|399|299	N|Z|Z	5|10|10
3023	15125	BB	1599	15127						165|212|213|226|240|328	0563510471|0552152242|1844280810|0140866604|0712343253|9780099511113	499|499|666|266|531|299	N|N|N|N|N|Z	5|5|5|5|5|10
3526	15251	BB	1599	15253						4|86|163|240|253	0141805293|0755329015|0007158785|0712343253|9780552149525	199|599|666|531|399	N|N|N|N|Z	5|5|5|5|10
4029	15377	OGG	599	15379						131|170|173|185|186|287	1856869741|140550028X|0752873253|1855499614|0563407697|9780330473286	566|433|433|4547|366|399	N|N|N|N|N|Z	5|5|5|5|5|10
1012	14620	BB	1599	14624						28|70|90|208	1901768384|0752869507|0007208022|0552153249	333|433|466|499	N|N|N|N	5|5|5|5
1515	14747	PP		14747						2|42	0563495421|0141804343	433|266	N|N	5|5
2018	14872	NN	2000	14872						24|44|45|58|111|112|164|192|300|322	0955064007|1740948912|0007161123|0141805897|0007214170|1856868176|0552146536|0552153206|9781405249539|9780007119295	499|919|433|433|499|466|366|499|299|399	N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|10|10
221	14406	PP		14409						125|166|207	0141800925|0552153664|0140865543	166|566|266	N|N|N	5|5|5
2521	14999	PP		15000						14|51|207|242|250|279|285	0754071162|014180534X|0140865543|1860154549|0552153346|9780141328522|9780091931506	366|433|266|666|499|399|699	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
3024	15125	PP		15126						167|184|195|242	1845590872|0007159846|0743504127|1860154549	2675|433|396|666	N|N|N|N	5|5|5|5
3527	15251	PP		15255						31|33|125|142|194|195|203	188321937X|1405047585|0141800925|0141805536|0141805633|0743504127|075286971X	658|433|166|433|199|396|566	N|N|N|N|N|N|N	5|5|5|5|5|5|5	||5
4030	15377	NN	2000	15381						164|206|214|235	0552146536|0552152226|0552153265|055215072X	366|499|499|633	N|N|N|N	5|5|5|5
724	14545	OGG	599	14547						63|110|223	9626341513|0754053504|1846070473	566|3228|1200	N|N|N	5|5|5
1013	14620	OGG	599	14621						64|335	0752869493|9780340993750	566|399	N|Z	5|10
1516	14747	BB	1599	14750						52|86|88|188|253	0141805889|0755329015|0141805943|0563536985|9780552149525	433|599|366|533|399	N|N|N|N|Z	5|5|5|5|10
2019	14873	OGG	599	14874						8|32|40|87|93|104|106|122|154|186|231|234|238|313	1855496755|055214424X|0563478187|0140868364|1856959767|000102468X|000719580X|0007207069|0753104296|0563407697|0007141114|0007141122|0007141130|9780571228560	299|333|433|166|2647|199|466|533|1897|366|299|299|366|399	N|N|N|N|N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|5|5|5|5|10
222	14406	OGG	599	14407						216	055215170X	499	N	5
2522	14999	OGG	599	14999						63|98|108|131|170|182|228|231|238|243|257	9626341513|0001046594|0007206534|1856869741|140550028X|0001048791|1873859848|0007141114|0007141130|0001034162|9781907410352	566|299|499|566|433|366|266|299|366|199|399	N|N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|5|10	||||||||||10
3025	15126	PP		15129						21|37|39|203|220	0563525428|0563527048|0752871994|075286971X|1840323345	533|599|433|566|499	N|N|N|N|N	5|5|5|5|5
3528	15251	NN	2000	15254						47|72|233|274|300	1855494787|9626346116|0001046861|9780007354849|9781405249539	2499|299|366|499|299	N|N|N|Z|Z	5|5|5|10|10
4031	15378	NN	2000	15380						81|123|147|176|198|269	0752873083|1856563820|0563504838|0743501551|0552153222|9780575089327	499|166|599|366|499|799	N|N|N|N|N|Z	5|5|5|5|5|10
725	14546	PP		14546						21|39	0563525428|0752871994	533|433	N|N	5|5
1014	14621	OGG	599	14624						18|26|84|128|131|135|228|339	1904605109|0007201826|1855496879|0007207077|1856869741|1856563839|1873859848|9780140620955	366|466|3750|2250|566|299|266|299	N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|10
1517	14747	NN	2000	14751						59|72|100|143|290	0141805390|9626346116|0007207026|0007213212|9780552154314	266|299|533|533|399	N|N|N|N|Z	5|5|5|5|10
2020	14873	PP		14874						19|41|94|137|160|166|171|203|217|246	0552144266|0007161115|0140868380|0007206585|0007201028|0552153664|0007213263|075286971X|0552152250|0563494360	333|366|166|533|466|566|366|566|499|433	N|N|N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5|5|5
