3513	14723	1592	18293.45
4016	14750	1624	16205.6
4519	14783	1371	11451.3
5022	14807	430	2711.65
5525	14834	1487	3957.15
6028	14853	237	5849.15
6531	14871	1042	9465.8
7034	14890	186	9960.475
710	14488	543	21020.75
7537	14925	2339	6469.3
8040	14951	2026	9901.475
8543	14964	2429	4707.975
9046	14975	588	1198
9549	14985	1848	37231.05
10418	15007	2809	11332.625
10921	15022	65	19205.875
11424	15040	1683	24123.925
11927	15057	1696	19095.6
12430	15073	3234	10822.8
12933	15091	2211	8220.3
13436	15110	2388	38880.9
13939	15140	3431	13863.95
14442	15164	3384	9135.625
14945	15188	416	25669.55
1502	14584	35	16958.1
15448	15205	3807	6058.475
15951	15216	2751	2858.15
16454	15226	3876	2360.325
16957	15238	2718	17578.925
17460	15257	3293	5920.65
17963	15283	4185	1890.325
18466	15310	4286	5882.975
18969	15322	434	10672.275
19472	15330	1804	16598.975
19975	15336	331	16298.425
2005	14624	1139	7628.475
20478	15341	3610	5132.15
208	14413	156	12189.625
20981	15346	676	6117.975
21484	15351	3576	8217.95
21987	15358	2585	11475.975
22490	15365	1680	2360.325
22993	15373	1481	5519.65
23496	15386	1098	18734.075
23999	15413	2265	5039.325
2508	14660	1243	5832.45
3011	14691	979	2496
3514	14723	402	3886.65
4017	14750	1625	21721.05
4520	14783	1018	10218.975
5023	14807	1901	21352.9
5526	14834	1999	15298.125
6029	14853	1648	19248.725
6532	14871	1868	4121.65
7035	14890	373	2126.5
711	14488	550	26268.05
7538	14925	650	8455.3
8041	14951	695	7514.125
8544	14964	310	7978.125
9047	14975	273	15545.25
9550	14985	1733	15679.2
1000	14518	629	11983.95
10419	15007	1435	19026.65
10922	15022	1725	6691.625
11425	15040	395	31938.6
11928	15057	2695	13091.1
12431	15073	125	20125.15
12934	15091	701	8203.475
13437	15110	136	5455.325
13940	15140	737	18470.45
14443	15165	2380	20573.875
14946	15188	50	9803.45
1503	14584	839	14230.05
15449	15205	3660	18058.575
15952	15216	3300	7629.275
16455	15226	2374	12257.1
16958	15238	4023	28077.675
17461	15257	483	9969.625
17964	15283	355	13077.625
18467	15310	1117	5420.325
18970	15322	1603	12907.125
19473	15330	516	23158.075
19976	15336	2662	1997
2006	14624	1150	2397
20479	15341	2979	19848.25
209	14413	207	15030.6
20982	15346	4342	5295.475
21485	15351	3315	6836.15
21988	15358	4291	13734.45
22491	15365	4343	10564.3
22994	15374	1154	23633.6
23497	15386	2872	9142.3
24000	15413	993	7396.625
2509	14660	223	6245.8
3012	14691	362	7709.3
3515	14723	80	7234.475
4018	14750	474	2946.65
4521	14783	1808	14890.775
5024	14807	1769	21731.625
5527	14834	2006	8336.625
6030	14853	2069	11550.3
6533	14871	2190	14844.275
7036	14890	670	9743.1
712	14488	166	6920.5
7539	14925	2176	10772.65
8042	14951	2445	16323.1
8545	14964	1449	13689.8
9048	14975	1944	7938.3
9551	14985	2335	8810.15
1001	14518	633	12472.625
10420	15007	1343	4820.65
10923	15022	1984	19725.65
11426	15040	3027	8317.975
11929	15057	1092	6316.55
12432	15073	768	28961.4
12935	15091	858	6189.65
13438	15110	833	5700.65
13941	15140	3449	9510.45
14444	15165	89	8120.3
14947	15188	2894	5859.475
1504	14584	492	1890.325
15450	15205	3358	1185.325
15953	15216	2879	15057.65
16456	15226	1001	14790.775
16959	15238	3613	1890.325
17462	15257	1188	7480.975
17965	15283	2244	8924.125
18468	15310	2221	2197
18971	15322	1950	3416.65
19474	15330	2651	6001.65
19977	15336	2867	5964.3
2007	14624	212	4824.3
20480	15341	4509	3595
20983	15346	2871	24007.35
210	14413	123	24293.275
21486	15352	309	16981.1
21989	15358	1755	16770.775
22492	15365	544	2477.825
22995	15374	2330	11093.175
23498	15386	2892	17566.45
24001	15413	4982	39226.2
2510	14661	718	5296.65
3013	14691	1231	6927.3
3516	14724	235	2360.325
4019	14750	1232	8102.8
4522	14783	1240	6946.475
5025	14808	1545	7491.3
5528	14834	1698	14411.125
6031	14853	1021	15930.65
6534	14871	429	36420.825
7037	14890	55	19351.75
713	14488	552	4121.65
7540	14925	2388	9782.125
8043	14951	2452	12830.5
8546	14964	2126	5059.3
9049	14975	1969	17563.9
9552	14985	2620	21686.975
1002	14518	424	18240.45
10421	15007	397	24088.3
10924	15022	2323	14758.675
11427	15040	1089	30900.8
11930	15057	3021	27077.625
12433	15074	2043	6530.65
12936	15091	411	3181.65
13439	15110	2358	11668.3
13942	15140	179	8551.275
14445	15165	1421	5363.5
14948	15188	2458	11864.4
1505	14584	675	14752.25
15451	15205	3830	10271.3
15954	15216	3123	14112.3
16457	15226	2689	20884.95
16960	15238	3730	1655.325
17463	15257	3317	5976.975
17966	15283	4216	13991.275
18469	15310	2904	11179.625
18972	15322	2964	7288.825
19475	15330	2043	21375.6
19978	15336	818	18567.1
2008	14624	755	13285.725
20481	15341	1203	23449.475
20984	15346	2303	13272.425
211	14413	21	20070.975
21487	15352	500	18857.25
21990	15358	61	34782.35
22493	15365	1601	33639.075
22996	15374	2344	6471.65
23499	15386	4508	20753.975
24002	15413	4986	3394.325
2511	14661	247	7980.65
3014	14691	1476	2934.65
3517	14724	1529	15145.75
4020	14750	862	18715.8
4523	14783	340	26845.225
5026	14808	811	17045.975
5529	14834	256	4122.825
6032	14853	758	11889.45
6535	14871	2192	1655.325
7038	14890	1003	11439.8
714	14489	54	25075.55
7541	14925	2181	19607.225
8044	14951	1674	13920.475
8547	14964	1699	32881.625
9050	14975	719	2489.325
9553	14985	1292	1537.825
1003	14519	158	17954.55
10422	15007	2819	6259.475
10925	15022	949	18356.775
11428	15040	1381	13271.625
11931	15057	3158	4075.825
12434	15074	298	17214.8
12937	15091	1988	17267.925
13440	15110	3068	13609.775
13943	15140	3107	16447.65
14446	15165	2827	10038.6
14949	15189	2143	49053.65
1506	14584	699	7811.15
15452	15205	3220	13937.475
15955	15217	2044	33015.15
16458	15226	113	29615.875
16961	15238	502	26896.675
17464	15257	2906	11888.275
17967	15283	1419	13152.95
18470	15310	1102	29775.675
18973	15322	808	19342.725
19476	15330	4407	25977.7
19979	15336	2370	5297.825
2009	14624	1174	6211.975
20482	15341	1537	33193.75
20985	15346	2827	6440.975
212	14413	240	5625.65
21488	15352	2906	14795.775
21991	15358	2625	22621.1
22494	15365	4578	16561.625
22997	15374	3070	10896.95
23500	15386	943	8795.3
24003	15414	4928	33174.825
2512	14661	595	15974
3015	14691	1092	11272.95
3518	14724	1531	18797.65
4021	14750	368	1890.325
4524	14783	1590	23588.925
5027	14808	192	18973.9
5530	14834	106	20293.175
6033	14853	276	3299.15
6536	14871	2194	10784.15
7039	14890	442	29978.2
715	14489	360	12778.125
7542	14925	1046	9089.8
8045	14951	2316	5719.65
8548	14964	1768	5882.975
9051	14975	399	6926.625
9554	14985	513	2997
1004	14519	572	13389.125
10423	15007	2860	12529.025
10926	15022	1556	14318.425
11429	15040	1310	13613.05
11932	15057	397	14068.45
12435	15074	886	18193.575
12938	15091	606	12076.275
13441	15110	1198	7193.475
13944	15140	516	4722.5
14447	15165	2573	2197
14950	15189	3400	5718.475
1507	14584	878	4566.975
15453	15205	739	6994.775
15956	15217	810	9861.775
16459	15226	3900	12298.475
16962	15238	805	3886.65
17465	15257	2332	5049.65
17968	15283	4224	7756.3
18471	15310	3028	6903.125
18974	15322	4216	1298
19477	15330	4373	7921.475
19980	15336	3076	1398
2010	14625	1003	15502.95
20483	15341	3811	13303.275
20986	15346	2418	3595
213	14414	152	8782.2
21489	15352	4478	16029.35
21992	15358	751	37551.95
22495	15365	926	2197
22998	15374	2169	6222.8
23501	15386	1406	12003.625
24004	15414	4110	8448.125
2513	14661	130	7041.775
3016	14691	1219	4121.65
3519	14724	529	7144.25
4022	14750	1648	18271.25
4525	14783	1054	25934.1
5028	14808	1725	19027.7
5531	14834	1136	5667.95
6034	14853	810	27114.8
6537	14871	1365	16123.75
7040	14890	538	12391.55
716	14489	439	16934.1
7543	14926	2315	13345.275
8046	14951	2478	4709.15
8549	14964	1334	6745.8
9052	14975	848	11146.975
9555	14985	82	20316.675
1005	14519	540	19885.45
10424	15007	2316	16315.925
10927	15022	476	27716.95
11430	15040	1141	9159.125
11933	15057	687	3488.325
12436	15074	993	10125.4
12939	15091	946	20048.6
13442	15110	1520	3096
13945	15140	2521	9650.15
14448	15165	3557	15562.325
14951	15189	1667	9998.625
1508	14584	572	3510.65
15454	15205	469	5978.15
15957	15217	2693	7161.625
16460	15226	3902	17992.65
16963	15238	4067	2711.65
17466	15257	3834	19583.725
17969	15283	4237	12942.125
18472	15310	3614	4854.475
18975	15322	1590	7512.95
19478	15330	3238	3980.65
19981	15336	3712	8935.625
2011	14625	46	13822.45
20484	15341	1288	3523.325
20987	15346	4269	7986.475
214	14414	192	9041.625
21490	15352	4483	24006.425
21993	15358	441	16203.25
22496	15365	2539	9131.975
22999	15374	1750	6990.325
23502	15386	135	21083.025
24005	15414	3980	18974.95
2514	14661	172	7867.8
3017	14691	1245	17606.075
3520	14724	445	12749.925
4023	14750	1649	3651.65
4526	14783	34	6105.3
5029	14808	793	7400.15
5532	14834	1084	14416.025
6035	14853	688	8033.3
6538	14871	266	3958.325
7041	14890	808	15240.925
717	14489	152	4121.65
7544	14926	387	8335.45
8047	14951	934	8866.975
8550	14964	893	41694.7
9053	14975	1792	10552.8
9556	14985	307	6152.3
1006	14519	469	3181.65
10425	15007	2863	13584.175
10928	15022	444	5049.65
11431	15040	1327	3416.65
11934	15057	453	4780.65
12437	15074	705	55152.55
12940	15091	1128	20989.825
13443	15110	2655	11533.8
13946	15140	843	16051.425
14449	15165	3558	5176.8
14952	15189	233	14080.95
1509	14585	198	9946.125
15455	15205	2911	19890.225
15958	15217	2497	14798.2
16461	15226	395	1683.525
16964	15238	1128	13447.625
17467	15257	1636	11788.775
17970	15283	4238	6105.3
18473	15310	321	3651.65
18976	15322	3400	7632.8
19479	15330	2209	15518.1
19982	15336	2740	1890.325
2012	14625	1066	21114.5
20485	15341	387	1537.825
20988	15346	1421	10260.275
21491	15352	1839	9251.95
215	14414	195	10683.1
21994	15358	1786	18677.45
22497	15365	2535	9774.45
23000	15374	2609	7108.625
23503	15386	844	15850.625
24006	15414	2364	4023.5
2515	14661	32	20031.4
3018	14692	1217	13882.625
3521	14724	227	8873.6
4024	14750	983	15546.425
4527	14783	834	6572.95
5030	14808	1831	18316.95
5533	14834	662	9589.975
6036	14853	2101	8220.3
6539	14871	1323	19895.9
7042	14890	436	7280.3
718	14489	485	12117.775
7545	14926	2333	23682.125
8048	14951	2483	3880.65
8551	14964	1336	19379.275
9054	14975	786	7680.975
9557	14985	1777	13836.8
1007	14519	609	8716.975
10426	15007	1416	19762.25
10929	15023	2223	6455.45
11432	15040	594	12588.95
11935	15057	1886	9469.325
12438	15074	2991	17365.075
12941	15091	3299	2125.325
13444	15110	1477	15732.275
13947	15140	3363	5528.125
14450	15165	2503	45111.475
14953	15189	3684	12440.95
1510	14585	831	14637.775
15456	15205	1629	16909.425
15959	15217	292	15071.725
16462	15226	888	3181.65
16965	15238	1790	10986.125
17468	15257	3385	15580.125
17971	15283	3096	17969.275
18474	15310	1388	11018.775
18977	15322	4469	17440.525
19480	15330	3088	2197
19983	15336	1759	12964.95
2013	14625	1067	1997
20486	15341	1652	5529.3
20989	15346	300	51453.25
21492	15352	4260	3654
216	14414	202	3673.475
21995	15358	4586	1198
22498	15365	899	8658.45
23001	15374	2692	4474.15
23504	15386	4857	3181.65
24007	15414	2042	21560.075
2516	14661	1019	1298
3019	14692	1378	17159.45
3522	14724	1128	5415.325
4025	14750	72	28782.15
4528	14784	404	10534.3
5031	14808	141	12534.525
5534	14834	1753	1298
6037	14853	1744	18165.375
6540	14871	1357	9142.675
7043	14891	1057	33434.25
719	14489	521	14087.5
7546	14926	676	29845.425
8049	14951	2489	18258.075
8552	14964	2225	1298
9055	14975	2291	9812.3
9558	14985	1659	13213.95
1008	14519	422	13787.45
10427	15007	1512	26776.4
10930	15023	2162	12239.3
11433	15040	2183	11895.45
11936	15057	2815	30152.6
12439	15074	1205	23604.65
12942	15091	565	11161.325
13445	15110	3353	18268.9
13948	15140	73	15085.325
14451	15165	769	6563.3
14954	15189	692	16457.125
1511	14585	837	8897.1
15457	15205	3848	28560.725
15960	15217	2933	11611.1
16463	15226	2008	17856.475
16966	15238	3653	10953.475
17469	15257	639	4472.975
17972	15283	2485	14896.9
18475	15310	3302	3654
18978	15323	81	10161.65
19481	15330	1739	10122.25
19984	15336	334	2360.325
2014	14625	332	11844.925
20487	15341	3321	17144.425
20990	15346	960	6576.475
21493	15352	355	11480.55
217	14414	206	10146.125
21996	15358	700	5986.625
22499	15365	275	24176.675
23002	15374	299	22289.625
23505	15386	4859	5271.975
24008	15414	4945	13741.625
2517	14661	1294	2935.825
3020	14692	1185	18858.75
3523	14724	837	20207.65
4026	14750	1432	2712.825
4529	14784	329	1997
5032	14808	1836	7747.95
5535	14834	1037	8948.3
6038	14853	1769	17254.75
6541	14872	1701	7347.15
7044	14891	272	11374
720	14489	344	18317.925
7547	14926	1360	8760.3
8050	14951	267	7632.8
8553	14964	212	19952.675
9056	14975	1793	3159.325
9559	14985	1348	19762.075
1009	14519	612	3181.65
10428	15007	2917	13182.325
10931	15023	774	9759.125
11434	15040	3049	7400.15
11937	15057	3191	16887.475
12440	15074	1773	5529.3
12943	15091	1345	23793.5
13446	15110	1441	7973.3
13949	15140	2275	11803.925
14452	15165	1834	33796.65
14955	15189	3714	22924.25
1512	14585	842	6234.3
15458	15205	654	11388.1
15961	15217	3387	13324.625
16464	15226	1680	7398.975
16967	15238	1670	9621.825
17470	15257	4191	14804.625
17973	15283	650	4121.65
18476	15310	1512	1890.325
18979	15323	1737	16321.925
19482	15330	90	10868.625
19985	15336	546	13615.775
2015	14625	745	11456.125
20488	15341	393	17119.275
20991	15346	1018	10222.8
21494	15352	3968	23949.225
6542	14872	307	1298
218	14414	218	8726.975
21997	15358	227	6352.975
22500	15365	764	5121.65
23003	15374	4237	3710.65
23506	15386	4865	4366.05
24009	15414	2639	31004.85
2518	14661	844	8860.3
3021	14692	973	5867.45
3524	14724	997	6187.3
4027	14750	1692	49112.65
4530	14784	728	8716.15
5033	14808	724	8249.8
5536	14835	1801	5122.5
6039	14853	363	17157.1
7045	14891	972	12917.825
721	14489	23	13575.95
7548	14926	1091	17421.975
8051	14951	1546	23485.775
8554	14964	1164	5774.625
9057	14975	2630	47219.725
9560	14985	1185	16590.625
1010	14519	625	2197
10429	15007	735	2242.825
10932	15023	2426	6529.475
11435	15040	1515	7357.975
11938	15058	2355	6977.15
12441	15074	2413	5590.65
12944	15091	641	13491.1
13447	15110	3372	24265.975
13950	15140	2662	54261.2
14453	15165	3575	13528.275
14956	15189	304	4121.65
1513	14585	188	20529.475
15459	15205	3139	17218.45
15962	15217	63	4475.825
16465	15226	267	9255.975
16968	15238	1703	10982.475
17471	15258	3650	5872.15
17974	15283	3889	13386.775
18477	15310	449	15591.075
18980	15323	4339	16354.825
19483	15330	1159	23036.5
19986	15336	935	26071.7
2016	14625	637	21878.25
20489	15341	1857	9041.625
20992	15346	2156	10220.775
21495	15352	1592	11224.95
219	14415	151	13004.975
21998	15358	1441	15031.475
22501	15365	778	21696.375
23004	15374	3789	2197
23507	15386	3062	21379.125
24010	15414	796	4121.65
2519	14661	909	1997
3022	14692	1386	28012.925
3525	14724	464	6925.45
4028	14750	1700	2360.325
4531	14784	924	15549.95
5034	14808	1758	5966.15
5537	14835	735	3181.65
6040	14853	453	5290.65
6543	14872	55	9745.45
7046	14891	2195	2242.825
722	14490	390	15083.3
7549	14926	2379	20676.225
8052	14951	201	6105.3
8555	14964	2387	2242.825
9058	14975	671	2825.5
9561	14985	979	36015.175
1011	14519	651	6825.65
10430	15007	589	3710.65
10933	15023	1714	6459.475
11436	15040	1170	6104.125
11939	15058	3078	12883.45
12442	15074	913	4356.65
12945	15091	1774	13163.275
13448	15110	9	21891.425
13951	15140	3252	3181.65
14454	15165	3192	17510.775
14957	15189	3718	4237.975
1514	14585	850	8155.3
15460	15205	280	15190.275
15963	15217	1106	5589.65
16466	15226	3588	8808.475
16969	15238	108	4941.8
17472	15258	4100	31925.3
17975	15283	3515	7661.8
18478	15310	3933	4121.65
18981	15323	1178	4121.65
19484	15330	3714	2197
19987	15336	1942	33008.65
2017	14625	442	14635.975
20490	15341	404	17620.3
20993	15346	1562	5177.975
21496	15352	3857	15739.925
21999	15358	1676	12877.425
220	14415	178	9400
22502	15365	443	26260.075
23005	15374	4	1890.325
23508	15386	4896	5889.975
24011	15414	4962	4580.825
2520	14661	1224	12204.725
3023	14692	386	16553.15
3526	14724	1024	27075.95
4029	14750	1324	18644.65
4532	14784	785	5272.65
5035	14808	1841	13674.65
5538	14835	194	10257.325
6041	14853	1348	16827.425
6544	14872	2082	6457.8
7047	14891	1175	13987.325
723	14490	394	7767.3
7550	14926	1218	17159.45
8053	14951	1061	1997
8556	14965	503	5709.2
9059	14975	834	29219.9
9562	14985	841	8452.95
1012	14520	579	3181.65
10431	15007	2957	14720.275
10934	15023	2634	14479.525
11437	15040	2804	15575.8
11940	15058	1755	13232.225
12443	15074	3194	6102.95
12946	15091	71	6419.65
13449	15110	177	29931.95
13952	15140	3285	10800.6
14455	15165	901	14092.95
14958	15189	2294	15016.125
1515	14585	218	12625.125
15461	15205	3873	6438.875
15964	15217	39	1298
16467	15226	3942	34191.075
16970	15238	3525	18200.75
17473	15258	486	12763.775
17976	15283	4275	11590.45
18479	15310	43	1997
18982	15323	3245	6519.65
19485	15330	2433	13044.85
19988	15336	4116	23669.2
2018	14625	1113	1598
20491	15341	1554	19269.2
20994	15346	1275	5942.975
21497	15352	4062	30635.525
22000	15358	4600	26854.625
221	14415	193	20348.4
22503	15365	2508	29495.775
23006	15374	3655	5378.65
23509	15386	2287	9123.625
24012	15414	4108	11537.475
2521	14661	456	3135.825
3024	14692	1398	6493.3
3527	14724	1282	39898.3
4030	14750	591	20542.275
4533	14784	1527	11080.125
5036	14808	695	4453
5539	14835	1938	5795.65
6042	14853	1129	31615.725
6545	14872	1311	28823.925
7048	14891	676	9834.625
724	14490	427	15375.8
7551	14926	532	17326.975
8054	14951	1089	15963.55
8557	14965	1971	12718.325
9060	14975	2639	10416.8
9563	14985	1497	12993.95
1013	14520	32	11288.275
10432	15007	357	25787.725
10935	15023	2926	1302.825
11438	15040	330	2125.325
11941	15058	2731	7102.125
12444	15074	3197	4589.3
12947	15091	1822	20524.65
13450	15110	652	25683.15
13953	15140	3505	16970.275
14456	15165	794	13766.8
14959	15189	555	19792.275
1516	14585	856	4410.825
15462	15205	1018	8629.625
15965	15217	149	21335.275
16468	15226	3951	7044.125
16971	15238	4105	7586.975
17474	15258	1231	13414.6
17977	15283	1948	2571.825
18480	15310	334	2360.325
18983	15323	3095	3534.15
19486	15330	881	20187.55
19989	15336	559	12131.625
2019	14625	1119	18080.9
20492	15341	3875	12782.45
20995	15346	4108	18144.925
21498	15352	931	13011.95
725	14490	340	7191.8
22001	15358	3677	6569.3
222	14415	225	13555.975
22504	15365	1901	22483.25
23007	15374	4706	15655.95
23510	15386	1689	17163.225
24013	15414	644	4266.175
2522	14661	1339	16857.475
3025	14692	550	15123.425
3528	14724	1568	23492.95
4031	14750	1707	11395.15
4534	14784	861	14898.75
5037	14808	626	41287.575
5540	14835	966	25091.25
6043	14853	1759	4121.65
6546	14872	2093	12836.125
7049	14891	74	27526.125
7552	14926	823	18264.2
8055	14951	1325	6697.5
8558	14965	2328	8948.125
9061	14975	2642	23015.9
9564	14985	1577	26156.675
1014	14520	408	14911.925
10433	15007	2980	16201.825
10936	15023	173	5637.15
11439	15040	2189	10895.775
11942	15058	1276	8451.65
12445	15074	3203	23051.4
12948	15091	1958	1398
13451	15110	2563	13024.625
13954	15140	3514	33880.875
14457	15165	3598	15407.6
14960	15190	1805	6234.3
1517	14585	867	34245.875
15463	15206	1203	22153.075
15966	15217	3591	3654
16469	15226	313	24304.625
16972	15239	1706	17354.75
17475	15258	545	8263.775
17978	15283	4288	15759.775
18481	15310	3956	15541.1
18984	15323	2691	22028.9
19487	15330	1002	5941.975
19990	15336	1615	4942.975
2020	14625	1124	2959.325
20493	15341	1143	21993.65
20996	15346	3627	3651.65
21499	15352	1723	19211.25
22002	15358	2879	30976.025
223	14415	4	4474.15
22505	15365	2609	2360.325
23008	15374	3347	17713.55
23511	15387	4739	19596.65
24014	15414	2968	18947.3
2523	14661	1018	3654
3026	14692	939	9828.625
3529	14724	23	23320.8
4032	14750	1710	5865.475
4535	14784	650	22906.625
5038	14808	55	4591.65
5541	14835	1654	8102.975
6044	14853	2127	17189.25
6547	14872	1266	5706.975
7050	14891	1069	1298
726	14490	456	17487.275
7553	14926	1825	6646.975
8056	14951	436	33107.85
8559	14965	1605	4333.15
9062	14975	1412	16211.225
9565	14985	279	7813.625
1015	14520	262	11929.775
10434	15008	1186	11970.775
10937	15023	497	5719.65
11440	15040	1335	3980.65
11943	15058	36	10615.625
12446	15074	1764	19619.4
12949	15092	976	2712.825
13452	15111	1445	19831.275
13955	15140	387	1537.825
14458	15165	224	24397.325
14961	15190	87	1890.325
1518	14585	876	22080.6
15464	15206	3710	14356.15
15967	15217	3559	13339.775
16470	15226	1261	19020.9
16973	15239	504	23622.575
17476	15258	2139	1398
17979	15283	3280	20965.15
18482	15310	3886	4557.325
18985	15323	4257	7979.175
19488	15330	928	1398
19991	15336	2731	10875.8
2021	14625	800	19829.3
20494	15341	1418	14750.95
20997	15346	2341	4639.575
21500	15352	1703	10150.825
22003	15358	650	15721.5
224	14415	248	8995.8
22506	15365	526	22671.775
23009	15374	4714	13656.275
23512	15387	4740	19913.15
24015	15414	4975	3469.4
2524	14661	919	27954.425
3027	14692	1418	6000.475
3530	14724	1074	26497.175
4033	14751	1070	13984.6
4536	14784	492	16553.4
5039	14808	84	4075.825
5542	14835	1379	14922.125
6045	14853	1499	10403.45
6548	14872	2099	7116.975
7051	14891	280	2711.65
727	14490	277	13621.65
7554	14926	745	30373.075
8057	14951	460	1420.325
8560	14965	477	12915.6
9063	14975	1746	9274.275
9566	14985	1745	17898.775
1016	14520	91	9738.8
10435	15008	2626	23854.6
10938	15023	1396	28621.825
11441	15040	1284	9659.3
11944	15058	2350	2711.65
12447	15074	1803	31602.675
12950	15092	2106	11900.275
13453	15111	3294	2197
13956	15140	2016	25949.625
14459	15165	3207	2947.825
14962	15190	287	9195.8
1519	14585	587	19817.625
15465	15206	516	12893.275
15968	15217	3039	5881.8
16471	15226	3382	26090.025
16974	15239	133	13729.75
17477	15258	2030	4121.65
17980	15283	2966	11592.3
18483	15310	4362	28235
18986	15323	1778	29040.625
19489	15330	1306	9395.3
19992	15336	2222	13581.2
2022	14625	318	18592.6
20495	15341	2167	44973.8
20998	15346	3244	4121.65
21501	15352	2498	1771.65
22004	15358	4369	11170.925
225	14416	160	20731.575
22507	15365	4619	7698.475
23010	15374	2146	6793.475
23513	15387	1280	13456.1
24016	15414	7	2712.825
2525	14662	1251	16195.95
3028	14692	928	17791.6
3531	14724	787	9238.775
4034	14751	1441	15025.4
4537	14784	1664	11154.275
5040	14808	1629	14430.6
5543	14835	693	20553.1
6046	14854	1798	5872.15
6549	14872	1627	18108.6
7052	14891	1913	12403.975
728	14490	468	32057.35
7555	14926	1192	2360.325
8058	14951	538	6178.15
8561	14965	1543	14754.6
9064	14975	414	24158.125
9567	14985	1327	12322.625
1017	14520	637	9818.3
10436	15008	2315	9079.475
10939	15023	1311	9137.475
11442	15040	2693	17365.1
11945	15058	1818	1302.825
12448	15074	3215	7162.8
12951	15092	1532	4121.65
13454	15111	1065	1298
13957	15140	3529	29572.9
14460	15165	2346	3980.65
14963	15190	775	3644.475
1520	14585	185	8281.4
15466	15206	1339	12338.425
15969	15217	3189	13926.1
16472	15226	2327	7803.975
16975	15239	2521	2476.65
17478	15258	868	2711.65
17981	15283	1027	5646.8
18484	15310	3893	10451.625
18987	15323	3950	17369.1
19490	15330	1567	8130.625
19993	15336	3667	5635.975
2023	14625	955	4707.975
20496	15341	4092	6328.3
20999	15346	3844	13385.6
21502	15352	1495	14170.025
22005	15358	2021	10830.975
22508	15365	2164	13838.9
226	14416	176	5043.65
23011	15374	4722	10347.125
23514	15387	2338	5900.475
24017	15415	2924	20017.975
2526	14662	452	20299.3
3029	14692	1434	14037.6
